decile,mean,count
1,-0.03457183419794555,3699
2,-0.016682358821119198,3698
3,-0.015135099714920731,3698
4,-0.001699908490988267,3698
5,-0.004122651671066402,3698
6,0.014114126129182171,3698
7,0.016511061684149047,3698
8,0.03384595654445964,3698
9,0.047179710137574805,3698
10,0.026110554395022176,3698
