window,n,auc_refit,ci_lo,ci_hi,auc_placebo,overlap_pct,auc_excluding_overlap,scale_proxy_importance_share
Confirmatory window 1 (2025-H2),116809,0.6554608264128396,0.6516778563307085,0.659450327758268,0.50294645612824,26.787319470246302,0.6489688486843657,0.28813875419619545
Confirmatory window 2 (2026-Q1),156788,0.7711963106347042,0.768096879701399,0.774478524475567,0.4962723539574464,25.52618822869097,0.7732993121986845,0.3231963765771595
