h1_rho,h1_ci_lo,h1_ci_hi,h1_pass,h1_n,h2_coef,h2_p,h2_pass,h3_coef,h3_p,h3_pass,ols_n,h4_auc,h4_ci_lo,h4_ci_hi,h4_pass,h4_n,h5_auc,h5_ci_lo,h5_ci_hi,h5_pass,h5_n,h5_events
0.05379123599886436,0.048634145025164006,0.059105392805424636,False,174582,0.009946478430128454,0.16748942220911078,False,-0.004528025134926972,7.069036901934075e-13,False,104542,0.4907779229049615,0.4878018488296034,0.49393856669384073,False,156813,0.5164787225696712,0.5088557956544396,0.5236754936165248,True,60227,10527
