config,auc,ci_lo,ci_hi,n,window1_auc,window2_full_auc,dist_to_window1,dist_to_full
window2_matched_5_training_windows,0.7133788619370598,0.7099180172317585,0.7171787364608945,156788,0.6554608264128396,0.7712,0.057918035524220146,0.0578211380629402
