transition,n,rho_raw,p_raw,rho_shrunk,p_shrunk,mean_shrinkage_weight
H2-2023->H1-2024,759,-0.021048899115351242,0.5625860652428725,-0.021026202443336535,0.5630075012467586,0.9569758709886033
H1-2024->H2-2024,7817,-0.023534806406047003,0.03745614676775881,-0.02261952774004635,0.04552030726652681,0.9441576797527943
H2-2024->H1-2025,130935,0.009972269429942986,0.00030795454790681165,0.010237999540058437,0.00021166121190773713,0.9679956489255079
