h1_rho,h1_ci_lo,h1_ci_hi,h1_p,h1_pass,h1_n,h2_coef,h2_p,h2_pass,h3_coef,h3_p,h3_pass,ols_n,h4_auc,h4_ci_lo,h4_ci_hi,h4_effect_size_d,h4_pass,h4_n,h5_auc,h5_ci_lo,h5_ci_hi,h5_p,h5_effect_size_d,h5_pass,h5_n,h5_events
0.05261304685205872,0.047226713968852266,0.058426910513792896,0.0,False,138335,0.031083934812982227,4.9361776639307705e-05,False,0.005953335651505879,1.580333244865141e-11,True,77888,0.5044090826751649,0.5004043598284458,0.508403656740938,0.015630109330673138,False,116820,0.5578683993289651,0.5501539384580317,0.5665810077268315,0.0,0.20586286016777774,True,54858,10758
