spec_fwd_clv,gen_fwd_clv,welch_p,mannwhitney_p,ols_specialist_coef,ols_specialist_p,within_cat_spec,within_cat_gen,within_cat_p
-0.004768780859379674,-0.011022343373315044,4.513237103980235e-14,6.069435236962152e-24,0.006102568631655211,3.5948705439865976e-13,-0.004851365755986304,-0.012910970787573679,1.2610983794439915e-14
